t		0.00	0.42	0.84	1.26	1.68	2.11	2.53	2.95	3.37	3.79	4.21	4.63	5.05	5.47	5.89	6.32	6.74	7.16	7.58	8.00	
---------------------------------------------------------
0.11	|	3.348867	3.472062	3.820567	4.337451	4.945687	5.566147	6.131129	6.590543	6.911811	7.076485	7.076485	6.911811	6.590543	6.131129	5.566147	4.945687	4.337451	3.820567	3.472062	3.348867	
0.11	|	3.363575	3.485516	3.830634	4.342928	4.946441	5.562850	6.124827	6.582280	6.902434	7.066619	7.066619	6.902434	6.582280	6.124827	5.562850	4.946441	4.342928	3.830634	3.485516	3.363575	
0.11	|	3.378134	3.498844	3.840629	4.348397	4.947234	5.559615	6.118586	6.574067	6.893095	7.056783	7.056783	6.893095	6.574067	6.118586	5.559615	4.947234	4.348397	3.840629	3.498844	3.378134	
0.11	|	3.392547	3.512046	3.850552	4.353856	4.948065	5.556440	6.112407	6.565905	6.883793	7.046977	7.046977	6.883793	6.565905	6.112407	5.556440	4.948065	4.353856	3.850552	3.512046	3.392547	
0.11	|	3.406815	3.525125	3.860405	4.359305	4.948933	5.553325	6.106289	6.557794	6.874530	7.037201	7.037201	6.874530	6.557794	6.106289	5.553325	4.948933	4.359305	3.860405	3.525125	3.406815	
0.11	|	3.420942	3.538083	3.870187	4.364743	4.949836	5.550268	6.100232	6.549733	6.865306	7.027457	7.027457	6.865306	6.549733	6.100232	5.550268	4.949836	4.364743	3.870187	3.538083	3.420942	
0.12	|	3.434930	3.550922	3.879899	4.370169	4.950773	5.547268	6.094234	6.541722	6.856120	7.017743	7.017743	6.856120	6.541722	6.094234	5.547268	4.950773	4.370169	3.879899	3.550922	3.434930	
0.12	|	3.448781	3.563643	3.889542	4.375583	4.951742	5.544324	6.088294	6.533762	6.846973	7.008062	7.008062	6.846973	6.533762	6.088294	5.544324	4.951742	4.375583	3.889542	3.563643	3.448781	
0.12	|	3.462498	3.576247	3.899116	4.380983	4.952743	5.541434	6.082413	6.525851	6.837865	6.998413	6.998413	6.837865	6.525851	6.082413	5.541434	4.952743	4.380983	3.899116	3.576247	3.462498	
0.12	|	3.476082	3.588738	3.908622	4.386370	4.953774	5.538598	6.076589	6.517991	6.828797	6.988796	6.988796	6.828797	6.517991	6.076589	5.538598	4.953774	4.386370	3.908622	3.588738	3.476082	
0.12	|	3.489536	3.601116	3.918060	4.391742	4.954833	5.535814	6.070822	6.510180	6.819768	6.979213	6.979213	6.819768	6.510180	6.070822	5.535814	4.954833	4.391742	3.918060	3.601116	3.489536	
0.12	|	3.502862	3.613382	3.927431	4.397099	4.955920	5.533081	6.065111	6.502418	6.810780	6.969663	6.969663	6.810780	6.502418	6.065111	5.533081	4.955920	4.397099	3.927431	3.613382	3.502862	
